Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Population,Electors/Électeurs,Polling Stations/Bureaux de scrutin,Valid Ballots/Bulletins valides,Percentage of Valid Ballots /Pourcentage des bulletins valides,Rejected Ballots/Bulletins rejetés,Percentage of Rejected Ballots /Pourcentage des bulletins rejetés,Total Ballots Cast/Total des bulletins déposés,Percentage of Voter Turnout/Pourcentage de la participation électorale,Elected Candidate/Candidat élu
"Quebec/Québec","Beauce",24005,103617,83205,267,51084,98.4,817,1.6,51901,62.4,"Bernier, Maxime Conservative/Conservateur"
"Quebec/Québec","Beauharnois--Salaberry",24006,106856,86431,239,53735,98.3,907,1.7,54642,63.2,"Debellefeuille, Claude Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Beauport--Limoilou",24007,101331,83834,255,48945,98.3,849,1.7,49794,59.4,"Boucher, Sylvie Conservative/Conservateur"
"Quebec/Québec","Berthier--Maskinongé",24008,107911,88326,250,54433,98.2,994,1.8,55427,62.8,"André, Guy Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Bourassa",24009,100683,69612,221,39903,98.3,695,1.7,40598,58.3,"Coderre, Denis Liberal/Libéral"
"Quebec/Québec","Brome--Missisquoi",24010,92591,76636,234,49879,98.9,531,1.1,50410,65.8,"Ouellet, Christian Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Brossard--La Prairie",24011,113985,91662,256,58624,99,563,1,59187,64.6,"Mendes, Alexandra Liberal/Libéral"
"Quebec/Québec","Chambly--Borduas",24012,116925,93922,214,63444,98.7,804,1.3,64248,68.4,"Lessard, Yves Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,94522,79791,217,49980,98.4,811,1.6,50791,63.7,"Petit, Daniel Conservative/Conservateur"
"Quebec/Québec","Châteauguay--Saint-Constant",24015,107165,84347,217,55033,98.3,941,1.7,55974,66.4,"Freeman, Carole Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Chicoutimi--Le Fjord",24016,96483,77959,222,47777,98.4,756,1.6,48533,62.3,"Bouchard, Robert Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Compton--Stanstead",24017,100148,78050,223,48574,98.8,572,1.2,49146,63,"Bonsant, France Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Drummond",24018,92982,74630,194,45404,97.8,1022,2.2,46426,62.2,"Pomerleau, Roger Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine",24019,82007,68270,231,36495,98.8,445,1.2,36940,54.1,"Blais, Raynald Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Gatineau",24020,108742,85970,248,52098,99.1,458,.9,52556,61.1,"Nadeau, Richard Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia",24041,73140,59340,214,31934,99,334,1,32268,54.4,"Roy, Jean-Yves Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Hochelaga",24021,100915,79542,217,45683,98.6,644,1.4,46327,58.2,"Ménard, Réal Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Honoré-Mercier",24022,106196,80429,226,49330,98.7,667,1.3,49997,62.2,"Rodriguez, Pablo Liberal/Libéral"
"Quebec/Québec","Hull--Aylmer",24023,110902,87036,249,52730,99.3,359,.7,53089,61,"Proulx, Marcel Liberal/Libéral"
"Quebec/Québec","Jeanne-Le Ber",24024,112863,86201,250,49109,98.8,595,1.2,49704,57.7,"St-Cyr, Thierry Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Joliette",24025,108169,87702,233,53516,98.4,878,1.6,54394,62,"Paquette, Pierre Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Jonquière--Alma",24026,97232,79322,233,50765,98.8,630,1.2,51395,64.8,"Blackburn, Jean-Pierre Conservative/Conservateur"
"Quebec/Québec","Lac-Saint-Louis",24027,105622,80707,224,51400,99.5,277,.5,51677,64,"Scarpaleggia, Francis Liberal/Libéral"
"Quebec/Québec","La Pointe-de-l'Île",24028,99685,79049,217,46311,98.5,688,1.5,46999,59.5,"Lalonde, Francine Bloc Québécois/Bloc Québécois"
"Quebec/Québec","LaSalle--Émard",24029,100327,74505,200,42431,98.5,648,1.5,43079,57.8,"Zarac, Lise Liberal/Libéral"
"Quebec/Québec","Laurentides--Labelle",24030,105884,88692,306,53003,98.9,570,1.1,53573,60.4,"Deschamps, Johanne Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Laurier--Sainte-Marie",24031,101758,79182,212,47975,99.2,406,.8,48381,61.1,"Duceppe, Gilles Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Laval",24032,102230,82362,232,50493,98.5,769,1.5,51262,62.2,"Demers, Nicole Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Laval--Les Îles",24033,111958,87749,231,53408,98.7,725,1.3,54133,61.7,"Folco, Raymonde Liberal/Libéral"
"Quebec/Québec","Lévis--Bellechasse",24034,105927,87830,264,54001,98.5,848,1.5,54849,62.4,"Blaney, Steven Conservative/Conservateur"
"Quebec/Québec","Longueuil--Pierre-Boucher",24035,98032,77111,212,50124,98.7,682,1.3,50806,65.9,"Dorion, Jean Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Lotbinière--Chutes-de-la-Chaudière",24036,100454,79721,232,51824,98.3,908,1.7,52732,66.1,"Gourde, Jacques Conservative/Conservateur"
"Quebec/Québec","Louis-Hébert",24037,101730,83272,256,57934,99,595,1,58529,70.3,"Paillé, Pascal-Pierre Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Louis-Saint-Laurent",24038,96286,81053,228,50237,98.6,729,1.4,50966,62.9,"Verner, Josée Conservative/Conservateur"
"Quebec/Québec","Manicouagan",24039,83608,63886,204,30986,98.6,444,1.4,31430,49.2,"Asselin, Gérard Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Marc-Aurèle-Fortin",24040,107149,84243,225,56124,98.8,661,1.2,56785,67.4,"Ménard, Serge Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Mégantic--L'Érable",24042,87078,69864,217,44315,98.5,688,1.5,45003,64.4,"Paradis, Christian Conservative/Conservateur"
"Quebec/Québec","Montcalm",24043,122825,99604,236,60193,97.9,1296,2.1,61489,61.7,"Gaudet, Roger Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",24058,97492,78377,253,44522,98.8,535,1.2,45057,57.5,"Crête, Paul Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Montmorency--Charlevoix--Haute-Côte-Nord",24014,90535,74813,226,43105,98.7,547,1.3,43652,58.3,"Guimond, Michel Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Mount Royal/Mont-Royal",24044,98888,68211,192,35405,99.2,268,.8,35673,52.3,"Cotler, Irwin Liberal/Libéral"
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine",24045,104715,76119,208,43820,99.1,396,.9,44216,58.1,"Jennings, Marlene Liberal/Libéral"
"Quebec/Québec","Outremont",24047,95771,64556,165,36293,99.3,253,.7,36546,56.6,"Mulcair, Thomas NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Quebec/Québec","Papineau",24048,101019,70115,237,42735,98.7,576,1.3,43311,61.8,"Trudeau, Justin Liberal/Libéral"
"Quebec/Québec","Pierrefonds--Dollard",24049,105504,79630,219,45735,99.3,300,.7,46035,57.8,"Patry, Bernard Liberal/Libéral"
"Quebec/Québec","Pontiac",24050,99589,79149,254,42871,99.3,306,.7,43177,54.6,"Cannon, Lawrence Conservative/Conservateur"
"Quebec/Québec","Portneuf--Jacques-Cartier",24051,93526,75771,198,44982,97.6,1113,2.4,46095,60.8,"Arthur, André Independent/Indépendant"
"Quebec/Québec","Québec",24052,95433,81468,245,50435,98.8,632,1.2,51067,62.7,"Gagnon, Christiane Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Repentigny",24053,109636,90070,240,58445,98.5,915,1.5,59360,65.9,"Dufour, Nicolas Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Richmond--Arthabaska",24055,100116,80362,247,51964,98.6,728,1.4,52692,65.6,"Bellavance, André Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Rimouski-Neigette--Témiscouata--Les Basques",24056,84453,68055,215,39500,98.8,469,1.2,39969,58.7,"Guimond, Claude Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Rivière-des-Mille-Îles",24057,97258,77006,243,50825,98.3,905,1.7,51730,67.2,"Desnoyers, Luc Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Rivière-du-Nord",24059,101576,85179,222,49629,98.3,851,1.7,50480,59.3,"Guay, Monique Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Roberval--Lac-Saint-Jean",24060,78895,63240,192,36870,98.8,437,1.2,37307,59,"Lebel, Denis Conservative/Conservateur"
"Quebec/Québec","Rosemont--La Petite-Patrie",24061,105864,82037,269,52421,98.8,614,1.2,53035,64.6,"Bigras, Bernard Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Saint-Bruno--Saint-Hubert",24062,101416,79183,272,52832,98.6,774,1.4,53606,67.7,"Lavallée, Carole Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Saint-Hyacinthe--Bagot",24063,95983,77536,236,47966,98,975,2,48941,63.1,"Thi Lac, Ève-Mary Thaï Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Saint-Jean",24064,102902,82869,232,53426,98.5,830,1.5,54256,65.5,"Bachand, Claude Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Saint-Lambert",24065,94541,73935,217,43442,98.8,513,1.2,43955,59.5,"Beaudin, Josée Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Saint-Laurent--Cartierville",24066,109015,76777,201,40658,98.9,454,1.1,41112,53.5,"Dion, Stéphane Liberal/Libéral"
"Quebec/Québec","Saint-Léonard--Saint-Michel",24067,104786,71692,210,37814,98.4,604,1.6,38418,53.6,"Pacetti, Massimo Liberal/Libéral"
"Quebec/Québec","Saint-Maurice--Champlain",24068,96968,80032,238,46398,97.8,1024,2.2,47422,59.3,"Laforest, Jean-Yves Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Shefford",24069,100000,81651,221,50558,98.1,994,1.9,51552,63.1,"Vincent, Robert Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Sherbrooke",24070,101681,81990,233,50923,98.8,607,1.2,51530,62.8,"Cardin, Serge Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Terrebonne--Blainville",24071,107694,83300,214,54066,98.3,911,1.7,54977,66,"Bourgeois, Diane Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Trois-Rivières",24072,94272,78105,228,49495,98.1,944,1.9,50439,64.6,"Brunelle, Paule Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Vaudreuil-Soulanges",24073,120395,97618,255,65417,98.9,729,1.1,66146,67.8,"Faille, Meili Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Verchères--Les Patriotes",24074,97726,76596,212,54282,98.6,766,1.4,55048,71.9,"Malo, Luc Bloc Québécois/Bloc Québécois"
"Quebec/Québec","Westmount--Ville-Marie",24075,100360,77112,195,38827,99.4,224,.6,39051,50.6,"Garneau, Marc Liberal/Libéral"
"Ontario","Ajax--Pickering",35001,117183,86159,210,48676,99.6,186,.4,48862,56.7,"Holland, Mark Liberal/Libéral"
"Ontario","Algoma--Manitoulin--Kapuskasing",35002,77961,59595,214,33516,99.5,175,.5,33691,56.5,"Hughes, Carol NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Ancaster--Dundas--Flamborough--Westdale",35003,111844,85039,250,56548,99.7,170,.3,56718,66.7,"Sweet, David Conservative/Conservateur"
"Ontario","Barrie",35004,128430,91447,284,53327,99.7,166,.3,53493,58.5,"Brown, Patrick Conservative/Conservateur"
"Ontario","Beaches--East York",35005,104831,73832,201,46293,99.6,172,.4,46465,62.9,"Minna, Maria Liberal/Libéral"
"Ontario","Bramalea--Gore--Malton",35006,152698,100002,255,49430,99.4,307,.6,49737,49.7,"Malhi, Gurbax S. Liberal/Libéral"
"Ontario","Brampton--Springdale",35007,131797,84239,253,45270,99.1,419,.9,45689,54.2,"Dhalla, Ruby Liberal/Libéral"
"Ontario","Brampton West/Brampton-Ouest",35008,170422,109151,282,53924,99.4,347,.6,54271,49.7,"Kania, Andrew Liberal/Libéral"
"Ontario","Brant",35009,125136,93181,263,54195,99.6,201,.4,54396,58.4,"McColeman, Phil Conservative/Conservateur"
"Ontario","Bruce--Grey--Owen Sound",35026,105947,78882,222,48201,99.6,204,.4,48405,61.4,"Miller, Larry Conservative/Conservateur"
"Ontario","Burlington",35010,118310,90949,286,58871,99.6,239,.4,59110,65,"Wallace, Mike Conservative/Conservateur"
"Ontario","Cambridge",35011,129434,91935,254,51195,99.6,217,.4,51412,55.9,"Goodyear, Gary Conservative/Conservateur"
"Ontario","Carleton--Mississippi Mills",35012,128915,99002,271,68253,99.7,216,.3,68469,69.2,"O'Connor, Gordon Conservative/Conservateur"
"Ontario","Chatham-Kent--Essex",35013,109484,74973,237,41649,99.4,233,.6,41882,55.9,"Van Kesteren, Dave Conservative/Conservateur"
"Ontario","Davenport",35015,104615,66189,186,34853,99.3,245,.7,35098,53,"Silva, Mario Liberal/Libéral"
"Ontario","Don Valley East/Don Valley-Est",35016,109640,71366,201,37987,99.5,178,.5,38165,53.5,"Ratansi, Yasmin Liberal/Libéral"
"Ontario","Don Valley West/Don Valley-Ouest",35017,117083,80864,220,50072,99.7,163,.3,50235,62.1,"Oliphant, Rob Liberal/Libéral"
"Ontario","Dufferin--Caledon",35018,111486,77607,208,43904,99.6,168,.4,44072,56.8,"Tilson, David Conservative/Conservateur"
"Ontario","Durham",35014,118500,87636,228,52821,99.7,177,.3,52998,60.5,"Oda, Bev Conservative/Conservateur"
"Ontario","Eglinton--Lawrence",35019,110066,73168,201,43498,99.5,219,.5,43717,59.7,"Volpe, Joseph Liberal/Libéral"
"Ontario","Elgin--Middlesex--London",35020,110028,79894,239,47473,99.6,190,.4,47663,59.7,"Preston, Joe Conservative/Conservateur"
"Ontario","Essex",35021,123872,88847,255,51518,99.6,206,.4,51724,58.2,"Watson, Jeff Conservative/Conservateur"
"Ontario","Etobicoke Centre/Etobicoke-Centre",35022,111349,80789,231,50228,99.5,247,.5,50475,62.5,"Wrzesnewskyj, Borys Liberal/Libéral"
"Ontario","Etobicoke--Lakeshore",35023,114641,86386,259,51022,99.6,213,.4,51235,59.3,"Ignatieff, Michael Liberal/Libéral"
"Ontario","Etobicoke North/Etobicoke-Nord",35024,108501,63700,164,31380,99.3,214,.7,31594,49.6,"Duncan, Kirsty Liberal/Libéral"
"Ontario","Glengarry--Prescott--Russell",35025,104309,81182,245,54242,99.3,384,.7,54626,67.3,"Lemieux, Pierre Conservative/Conservateur"
"Ontario","Guelph",35027,114943,91463,232,58889,99.7,191,.3,59080,64.6,"Valeriote, Frank Liberal/Libéral"
"Ontario","Haldimand--Norfolk",35028,107775,79362,236,48146,99.5,248,.5,48394,61,"Finley, Diane Conservative/Conservateur"
"Ontario","Haliburton--Kawartha Lakes--Brock",35029,119141,90680,272,54315,99.7,181,.3,54496,60.1,"Devolin, Barry Conservative/Conservateur"
"Ontario","Halton",35030,151943,115255,282,69449,99.7,225,.3,69674,60.5,"Raitt, Lisa Conservative/Conservateur"
"Ontario","Hamilton Centre/Hamilton-Centre",35031,117509,81170,233,40629,99.4,247,.6,40876,50.4,"Christopherson, David NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35032,116434,85802,240,48248,99.4,311,.6,48559,56.6,"Marston, Wayne NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Hamilton Mountain",35033,122729,88620,241,52221,99.4,293,.6,52514,59.3,"Charlton, Chris NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Huron--Bruce",35034,104313,76964,226,49550,99.7,160,.3,49710,64.6,"Lobb, Ben Conservative/Conservateur"
"Ontario","Kenora",35035,64291,42794,160,23220,99.6,94,.4,23314,54.5,"Rickford, Greg Conservative/Conservateur"
"Ontario","Kingston and the Islands/Kingston et les Îles",35036,119069,96955,274,58069,99.6,205,.4,58274,60.1,"Milliken, Peter Liberal/Libéral"
"Ontario","Kitchener Centre/Kitchener-Centre",35037,107540,79062,211,44908,99.6,183,.4,45091,57,"Woodworth, Stephen Conservative/Conservateur"
"Ontario","Kitchener--Conestoga",35038,114405,84665,225,47698,99.7,153,.3,47851,56.5,"Albrecht, Harold Conservative/Conservateur"
"Ontario","Kitchener--Waterloo",35039,126742,97511,263,60534,99.6,229,.4,60763,62.3,"Braid, Peter Conservative/Conservateur"
"Ontario","Lambton--Kent--Middlesex",35046,107635,78559,230,47804,99.6,193,.4,47997,61.1,"Shipley, Bev Conservative/Conservateur"
"Ontario","Lanark--Frontenac--Lennox and Addington",35040,117389,88966,275,54169,99.7,137,.3,54306,61,"Reid, Scott Conservative/Conservateur"
"Ontario","Leeds--Grenville",35041,99206,75075,224,47007,99.6,186,.4,47193,62.9,"Brown, Gord Conservative/Conservateur"
"Ontario","London--Fanshawe",35042,107218,74810,209,41037,99.5,194,.5,41231,55.1,"Mathyssen, Irene NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","London North Centre/London-Centre-Nord",35043,115250,94684,244,53720,99.6,222,.4,53942,57,"Pearson, Glen Liberal/Libéral"
"Ontario","London West/London-Ouest",35044,118335,91711,262,57697,99.6,211,.4,57908,63.1,"Holder, Ed Conservative/Conservateur"
"Ontario","Markham--Unionville",35045,127191,88931,214,45979,99.4,271,.6,46250,52,"McCallum, John Liberal/Libéral"
"Ontario","Mississauga--Brampton South/Mississauga--Brampton-Sud",35047,136470,90777,255,44494,99.2,343,.8,44837,49.4,"Bains, Navdeep Liberal/Libéral"
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville",35048,126642,83582,240,40781,99.3,280,.7,41061,49.1,"Guarnieri, Albina Liberal/Libéral"
"Ontario","Mississauga--Erindale",35049,143361,99774,284,55868,99.6,203,.4,56071,56.2,"Dechert, Bob Conservative/Conservateur"
"Ontario","Mississauga South/Mississauga-Sud",35050,110932,77479,225,46395,99.7,155,.3,46550,60.1,"Szabo, Paul Liberal/Libéral"
"Ontario","Mississauga--Streetsville",35051,130033,85008,243,47441,99.4,271,.6,47712,56.1,"Crombie, Bonnie Liberal/Libéral"
"Ontario","Nepean--Carleton",35052,133245,103414,265,71490,99.6,274,.4,71764,69.4,"Poilievre, Pierre Conservative/Conservateur"
"Ontario","Newmarket--Aurora",35053,121924,86113,236,53261,99.7,187,.3,53448,62.1,"Brown, Lois Conservative/Conservateur"
"Ontario","Niagara Falls",35054,126696,94676,274,51425,99.5,264,.5,51689,54.6,"Nicholson, Rob Conservative/Conservateur"
"Ontario","Niagara West--Glanbrook/Niagara-Ouest--Glanbrook",35055,111024,85132,244,54039,99.7,178,.3,54217,63.7,"Allison, Dean Conservative/Conservateur"
"Ontario","Nickel Belt",35056,89377,71107,226,40872,99.5,193,.5,41065,57.8,"Gravelle, Claude NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Nipissing--Timiskaming",35057,90963,70178,220,41536,99.6,167,.4,41703,59.4,"Rota, Anthony Liberal/Libéral"
"Ontario","Northumberland--Quinte West",35058,123706,93620,272,56687,99.7,186,.3,56873,60.7,"Norlock, Rick Conservative/Conservateur"
"Ontario","Oak Ridges--Markham",35059,169642,136755,362,75821,99.6,290,.4,76111,55.7,"Calandra, Paul Conservative/Conservateur"
"Ontario","Oakville",35060,113714,83752,236,55363,99.6,201,.4,55564,66.3,"Young, Terence Conservative/Conservateur"
"Ontario","Oshawa",35061,116881,87638,240,48231,99.6,191,.4,48422,55.3,"Carrie, Colin Conservative/Conservateur"
"Ontario","Ottawa Centre/Ottawa-Centre",35062,109336,92877,265,63918,99.6,266,.4,64184,69.1,"Dewar, Paul NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Ottawa--Orléans",35063,109950,85456,238,60663,99.5,305,.5,60968,71.3,"Galipeau, Royal Conservative/Conservateur"
"Ontario","Ottawa South/Ottawa-Sud",35064,117581,87579,237,58175,99.4,346,.6,58521,66.8,"McGuinty, David Liberal/Libéral"
"Ontario","Ottawa--Vanier",35065,101611,81373,254,51835,99.5,277,.5,52112,64,"Bélanger, Mauril Liberal/Libéral"
